_id,title,price,description,url
,Новенький : Джерри Крафт,1072.0,,https://www.labirint.ru/books/1023501/
,Исповедь неполноценного человека. Том 2 : Усамару Фуруя,429.0,,https://www.labirint.ru/books/978403/
,Красная змея : Хидеши Хино,782.0,,https://www.labirint.ru/books/978404/
,Старшеклассницы в свое свободное время. Том 2 : Коёри Мимото,404.0,,https://www.labirint.ru/books/978406/
,Ложные выводы. Том 7 : Сиродайра Кё,771.0,,https://www.labirint.ru/books/981044/
,Набор стикеров Весенний,416.0,,https://www.labirint.ru/souvenir/946001/
,Набор стикеров Мамины наклейки,386.0,,https://www.labirint.ru/souvenir/945999/
,Набор стикеров Нескучное искусство,386.0,,https://www.labirint.ru/souvenir/945998/
,"Rus BD. Избранное. Фантастика : Пириянц, Капнинский, Конопатова",919.0,,https://www.labirint.ru/books/940891/
,Психопанорама. Антон Бугай : Дмитрий Елецкий,192.0,,https://www.labirint.ru/books/949733/
,"Психопанорама. Александр Андрианов : Кадилов, Елецкий",192.0,,https://www.labirint.ru/books/949732/
,Древние Комиксы. Черная магия : Джек Кирби,238.0,,https://www.labirint.ru/books/949731/
,Древние Комиксы. Берегись : Гарри Гаррисон,238.0,,https://www.labirint.ru/books/949729/
,Императрица. Том 1 : Tutu,896.0,,https://www.labirint.ru/books/949728/
,Вера Вульф : Евгений Еронин,432.0,,https://www.labirint.ru/books/949284/
,Звёздные войны. Сокол тысячелетия : Джеймс Лусено,635.0,,https://www.labirint.ru/books/940352/
,Якари и морской великан : Жоб,707.0,,https://www.labirint.ru/books/952056/
,Якари и облако над водой : Жоб,707.0,,https://www.labirint.ru/books/952055/
,Предания Олимпа. Книга третья : Рэйчел Смайт,1514.0,,https://www.labirint.ru/books/930301/
,"А-а, ёкаи! Духи и демоны Японии в стиле манга. Придумай и раскрась историю",339.0,,https://www.labirint.ru/books/955187/
,"Альманах комиксов Бам!Бук. Красная книга : Manaeva, Килевая, Морозова",860.0,,https://www.labirint.ru/books/947433/
,"Tiny Bunny. Зайчик. Любовь, Смерть и Клубника : Сайконо, Сокарев",653.0,,https://www.labirint.ru/books/949464/
,Проза бродячих псов. Том 6 : Кафка Асагири,851.0,,https://www.labirint.ru/books/840955/
,Хвост Феи. Том 21 : Масима Хиро,500.0,,https://www.labirint.ru/books/951943/
,Токийские мстители. Том 8 : Кэн Вакуи,929.0,,https://www.labirint.ru/books/951942/
,Токийские мстители. Том 7 : Кэн Вакуи,929.0,,https://www.labirint.ru/books/951941/
,Нелюдь. Том 17 : Сакураи Гамон,500.0,,https://www.labirint.ru/books/951940/
,Единорог. Омнибус : Матье Габелла,1821.0,,https://www.labirint.ru/books/955120/
,Регулятор Том 2: 666-я. Корделия. Никта : Корберан,1401.0,,https://www.labirint.ru/books/955122/
,Соло. Пережившие Хаос : Оскар Мартин,1401.0,,https://www.labirint.ru/books/955121/
,Ни больше ни меньше : Олег Тищенков,560.0,,https://www.labirint.ru/books/957278/
,"Bubble Триптих. Часть 3 : Замский, Котков",203.0,,https://www.labirint.ru/books/952038/
,Маша и Медведь. Всё вверх дном и кувырком : Михаил Заславский,392.0,,https://www.labirint.ru/books/938612/
,Былое и грядущее. Книга первая : Кирон Гиллен,1647.0,,https://www.labirint.ru/books/946055/
,Еловый : Екатерина Наумова,392.0,,https://www.labirint.ru/books/957265/
,Былое и грядущее. Книга первая : Кирон Гиллен,1120.0,,https://www.labirint.ru/books/946054/
,За гранью снов. Том 1 : Марина Клейман,919.0,,https://www.labirint.ru/books/943747/
,W.I.T.C.H. Часть 3. Кризис двух миров. Том 2 : Элизабетта Ньоне,1376.0,,https://www.labirint.ru/books/943760/
,Игра настольная. Наруто. Техника клонирования,725.0,,https://www.labirint.ru/games/957602/
,Основатель Темного Пути. Маньхуа. Том 5 : Мосян Тунсю,1192.0,,https://www.labirint.ru/books/944121/
,Геншин. Пазл-360 Янтарь,410.0,,https://www.labirint.ru/games/957603/
,Наруто. Настольная игра. Бабл-Дабл,725.0,,https://www.labirint.ru/games/957591/
,Огненный удар 3. Книги 5-6 : Тацуки Фудзимото,982.0,,https://www.labirint.ru/books/952509/
,"Очень приятно, бог. Том 10 : Джульетта Судзуки",539.0,,https://www.labirint.ru/books/721364/
,"Очень приятно, бог. Том 9 : Джульетта Судзуки",539.0,,https://www.labirint.ru/books/717975/
,Человек-бензопила. Книга 8. Спойлер : Тацуки Фудзимото,670.0,,https://www.labirint.ru/books/946342/
,Король шаманов. Том 7 : Хироюки Такэи,851.0,,https://www.labirint.ru/books/956816/
,Рыцари Сидонии. Том 10 : Нихэй Цутому,477.0,,https://www.labirint.ru/books/956819/
,Да благословят боги этот прекрасный мир! Том 4 : Нацумэ Акацуки,851.0,,https://www.labirint.ru/books/956814/
,Игра настольная Наруто. Боруто. Громовой бургер,557.0,,https://www.labirint.ru/games/959992/
,Так сложно любить отаку. Том 9 : Фудзита,656.0,,https://www.labirint.ru/books/960012/
,Якари в гостях у бобров : Жоб,707.0,,https://www.labirint.ru/books/960512/
,Так сложно любить отаку. Том 8 : Фудзита,656.0,,https://www.labirint.ru/books/960011/
,Туалетный мальчик Ханако. Том 5 : Айда Иро,601.0,,https://www.labirint.ru/books/960009/
,Туалетный мальчик Ханако. Том 4 : Айда Иро,601.0,,https://www.labirint.ru/books/960008/
,Истребитель демонов. Том 9. Проникновение в квартал : Готогэ Коёхару,601.0,,https://www.labirint.ru/books/960007/
,Огненный удар 4. Книги 7 и 8 : Тацуки Фудзимото,982.0,,https://www.labirint.ru/books/958345/
,Истребитель демонов. Том 8. Сила молодой луны : Готогэ Коёхару,601.0,,https://www.labirint.ru/books/960006/
,Безумная Харли Квинн : Эндрю Фараго,2256.0,,https://www.labirint.ru/books/915465/
,Начало после конца. Том 1 : TurtleMe,860.0,,https://www.labirint.ru/books/936725/
,Эмиль и Марго. Том 5. Весь мир кувырком : Энн Дидье,966.0,,https://www.labirint.ru/books/754141/
,"Лериана, невеста герцога по контракту. Том 3 : Мильчха",1082.0,,https://www.labirint.ru/books/954936/
